Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
goa-mens-shirt,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0928/7027/9498/files/KeralaKortapurplefloweronwhiteXL2.jpg?v=1761750376&width=1200,11,Goa Men's Shirt - Lilac Flower,,,,,,,,
kerala-mens-shirt,Kerala Men's Shirt,"<p>Our classic Kerala men's shirt &mdash; pure cotton, block printed in Rajasthan by artisans who stamp each piece using wooden blocks. Available in a wide spectrum of prints.</p><ul><li>Material: 100% Cotton</li><li>Origin: Block printed in Rajasthan, India</li><li>Sizing: Arm length 56 cm &middot; Chest 62 cm</li><li>Care: Machine wash at 30&deg;C. Warm iron on reverse. Do not tumble dry.</li></ul>",Kaftan Queens,,Shirt,"men,shirt,hand-printed",TRUE,Colour,Blue Flower,,,,,KQ-kerala-mens-shirt-blue-flower,300,shopify,10,deny,manual,65.00,,TRUE,TRUE,,,,,,Kerala Men's Shirt | Kaftan Queens,,https://cdn.shopify.com/s/files/1/0928/7027/9498/files/Keralablueflowermen_scottonshirtL.heic?v=1761750458&width=1200,g,,,active
kerala-mens-shirt,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0928/7027/9498/files/Keralablueflowermen_scottonshirtL.heic?v=1761750458&width=1200,1,Kerala Men's Shirt - Blue Flower,,,,,,,,
kerala-mens-shirt,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0928/7027/9498/files/Keralablueflowermen_scottonshirtL2.heic?v=1761750459&width=1200,2,Kerala Men's Shirt - Blue Flower,,,,,,,,
kerala-mens-shirt,,,,,,,,Colour,Fuchsia,,,,,KQ-kerala-mens-shirt-fuchsia,300,shopify,10,deny,manual,65.00,,TRUE,TRUE,,,,,,,,https://cdn.shopify.com/s/files/1/0928/7027/9498/files/Keralafushiaflowermen_scottonshirtL2.heic?v=1761750459&width=1200,g,,,
kerala-mens-shirt,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0928/7027/9498/files/Keralafushiaflowermen_scottonshirtL2.heic?v=1761750459&width=1200,3,Kerala Men's Shirt - Fuchsia,,,,,,,,
kerala-mens-shirt,,,,,,,,Colour,Green & Orange,,,,,KQ-kerala-mens-shirt-green-orange,300,shopify,10,deny,manual,65.00,,TRUE,TRUE,,,,,,,,https://cdn.shopify.com/s/files/1/0928/7027/9498/files/Keralagreenblockmen_scottonshirtL_45730605-055a-4193-ada7-0de1cf062fef.heic?v=1761750459&width=1200,g,,,
kerala-mens-shirt,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0928/7027/9498/files/Keralagreenblockmen_scottonshirtL_45730605-055a-4193-ada7-0de1cf062fef.heic?v=1761750459&width=1200,4,Kerala Men's Shirt - Green & Orange,,,,,,,,
kerala-mens-shirt,,,,,,,,Colour,Blue Pattern,,,,,KQ-kerala-mens-shirt-blue-pattern,300,shopify,10,deny,manual,65.00,,TRUE,TRUE,,,,,,,,https://cdn.shopify.com/s/files/1/0928/7027/9498/files/Keralabeigewithturquoiseflowersmen_scottonshirtL.heic?v=1761750459&width=1200,g,,,
kerala-mens-shirt,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0928/7027/9498/files/Keralabeigewithturquoiseflowersmen_scottonshirtL.heic?v=1761750459&width=1200,5,Kerala Men's Shirt - Blue Pattern,,,,,,,,
kerala-mens-shirt,,,,,,,,Colour,Navy Blue Block Print,,,,,KQ-kerala-mens-shirt-navy-blue-block-print,300,shopify,10,deny,manual,65.00,,TRUE,TRUE,,,,,,,,https://cdn.shopify.com/s/files/1/0928/7027/9498/files/KeralanavyblockonwhitemenscottonshirtL3.heic?v=1761750459&width=1200,g,,,
kerala-mens-shirt,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0928/7027/9498/files/KeralanavyblockonwhitemenscottonshirtL3.heic?v=1761750459&width=1200,6,Kerala Men's Shirt - Navy Blue Block Print,,,,,,,,
kerala-mens-shirt,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0928/7027/9498/files/KeralanavyblockonwhitemenscottonshirtL.heic?v=1761750459&width=1200,7,Kerala Men's Shirt - Navy Blue Block Print,,,,,,,,
kerala-mens-shirt,,,,,,,,Colour,Pink Frangipani,,,,,KQ-kerala-mens-shirt-pink-frangipani,300,shopify,10,deny,manual,65.00,,TRUE,TRUE,,,,,,,,https://cdn.shopify.com/s/files/1/0928/7027/9498/files/KeralapinkfrangipanimenscottonshirtL.heic?v=1761750458&width=1200,g,,,
kerala-mens-shirt,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0928/7027/9498/files/KeralapinkfrangipanimenscottonshirtL.heic?v=1761750458&width=1200,8,Kerala Men's Shirt - Pink Frangipani,,,,,,,,
kerala-mens-shirt,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0928/7027/9498/files/KeralapinkfrangipanimenscottonshirtL2.heic?v=1761750459&width=1200,9,Kerala Men's Shirt - Pink Frangipani,,,,,,,,
kerala-mens-shirt,,,,,,,,Colour,Pale Blue Block Print,,,,,KQ-kerala-mens-shirt-pale-blue-block-print,300,shopify,10,deny,manual,65.00,,TRUE,TRUE,,,,,,,,https://cdn.shopify.com/s/files/1/0928/7027/9498/files/Keralapaleblueblockmen_scottonshirtL2.heic?v=1761750458&width=1200,g,,,
kerala-mens-shirt,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0928/7027/9498/files/Keralapaleblueblockmen_scottonshirtL2.heic?v=1761750458&width=1200,10,Kerala Men's Shirt - Pale Blue Block Print,,,,,,,,
indian-woven-bags,Indian Woven Bags,"<p>Beautiful hand-woven bags with intricate patterns in a range of stylish colours. Perfect for the beach, a sunny excursion, or as a travel bag &mdash; artisan craft for any day out.</p><ul><li>Material: Hand Woven Fabric</li><li>Origin: Made in India</li></ul>",Kaftan Queens,,Bag,"accessories,bag,hand-woven",TRUE,Colour,Black & Cream,,,,,KQ-indian-woven-bags-black-cream,300,shopify,10,deny,manual,20.00,,TRUE,TRUE,,,,,,Indian Woven Bags | Kaftan Queens,,https://cdn.shopify.com/s/files/1/0928/7027/9498/files/IndianBags1_b1392fe3-5266-4abb-bdc3-69b9910dc088.jpg?v=1761682331&width=1200,g,,,active
indian-woven-bags,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0928/7027/9498/files/IndianBags1_b1392fe3-5266-4abb-bdc3-69b9910dc088.jpg?v=1761682331&width=1200,1,Indian Woven Bags - Black & Cream,,,,,,,,
indian-woven-bags,,,,,,,,Colour,Cream & White,,,,,KQ-indian-woven-bags-cream-white,300,shopify,10,deny,manual,20.00,,TRUE,TRUE,,,,,,,,https://cdn.shopify.com/s/files/1/0928/7027/9498/files/indianbags2.jpg?v=1761682332&width=1200,g,,,
indian-woven-bags,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0928/7027/9498/files/indianbags2.jpg?v=1761682332&width=1200,2,Indian Woven Bags - Cream & White,,,,,,,,
indian-woven-bags,,,,,,,,Colour,Turquoise,,,,,KQ-indian-woven-bags-turquoise,300,shopify,10,deny,manual,20.00,,TRUE,TRUE,,,,,,,,https://cdn.shopify.com/s/files/1/0928/7027/9498/files/indianbags3.jpg?v=1761682332&width=1200,g,,,
indian-woven-bags,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0928/7027/9498/files/indianbags3.jpg?v=1761682332&width=1200,3,Indian Woven Bags - Turquoise,,,,,,,,
agonda-scarf,Agonda Scarf,<p>Our versatile Agonda Scarves feature a classic pattern in a beautiful range of colours. Crafted from soft 100% wool &mdash; a touch of style and warmth for any outfit.</p><ul><li>Material: 100% Wool</li><li>Origin: Made in India</li><li>Care: Hand wash in cold water. Do not tumble dry.</li></ul>,Kaftan Queens,,Scarf,"accessories,scarf,wool",TRUE,Colour,Autumnal,,,,,KQ-agonda-scarf-autumnal,300,shopify,10,deny,manual,65.00,,TRUE,TRUE,,,,,,Agonda Scarf | Kaftan Queens,,https://cdn.shopify.com/s/files/1/0928/7027/9498/files/Aginda_Scarf_Autumnal_d5919d8e-c6b7-4132-a0c2-717e7c6c1cb7.jpg?v=1762103326&width=1200,g,,,active
agonda-scarf,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0928/7027/9498/files/Aginda_Scarf_Autumnal_d5919d8e-c6b7-4132-a0c2-717e7c6c1cb7.jpg?v=1762103326&width=1200,1,Agonda Scarf - Autumnal,,,,,,,,
agonda-scarf,,,,,,,,Colour,Pink,,,,,KQ-agonda-scarf-pink,300,shopify,10,deny,manual,65.00,,TRUE,TRUE,,,,,,,,https://cdn.shopify.com/s/files/1/0928/7027/9498/files/AgondaScarfPink.jpg?v=1761928928&width=1200,g,,,
agonda-scarf,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0928/7027/9498/files/AgondaScarfPink.jpg?v=1761928928&width=1200,2,Agonda Scarf - Pink,,,,,,,,
agonda-scarf,,,,,,,,Colour,Beige,,,,,KQ-agonda-scarf-beige,300,shopify,10,deny,manual,65.00,,TRUE,TRUE,,,,,,,,https://cdn.shopify.com/s/files/1/0928/7027/9498/files/AgondaScarfBeige.jpg?v=1761929096&width=1200,g,,,
agonda-scarf,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0928/7027/9498/files/AgondaScarfBeige.jpg?v=1761929096&width=1200,3,Agonda Scarf - Beige,,,,,,,,
agonda-scarf,,,,,,,,Colour,Blue,,,,,KQ-agonda-scarf-blue,300,shopify,10,deny,manual,65.00,,TRUE,TRUE,,,,,,,,https://cdn.shopify.com/s/files/1/0928/7027/9498/files/AgondaScarfBlue.jpg?v=1761929096&width=1200,g,,,
agonda-scarf,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0928/7027/9498/files/AgondaScarfBlue.jpg?v=1761929096&width=1200,4,Agonda Scarf - Blue,,,,,,,,
agonda-scarf,,,,,,,,Colour,Brown,,,,,KQ-agonda-scarf-brown,300,shopify,10,deny,manual,65.00,,TRUE,TRUE,,,,,,,,https://cdn.shopify.com/s/files/1/0928/7027/9498/files/AgondaScarfBrown.jpg?v=1761929096&width=1200,g,,,
agonda-scarf,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0928/7027/9498/files/AgondaScarfBrown.jpg?v=1761929096&width=1200,5,Agonda Scarf - Brown,,,,,,,,
agonda-scarf,,,,,,,,Colour,Dark Blue,,,,,KQ-agonda-scarf-dark-blue,300,shopify,10,deny,manual,65.00,,TRUE,TRUE,,,,,,,,https://cdn.shopify.com/s/files/1/0928/7027/9498/files/AgondaScarfDarkBlue.jpg?v=1761929096&width=1200,g,,,
agonda-scarf,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0928/7027/9498/files/AgondaScarfDarkBlue.jpg?v=1761929096&width=1200,6,Agonda Scarf - Dark Blue,,,,,,,,
agonda-scarf,,,,,,,,Colour,Light Pink,,,,,KQ-agonda-scarf-light-pink,300,shopify,10,deny,manual,65.00,,TRUE,TRUE,,,,,,,,https://cdn.shopify.com/s/files/1/0928/7027/9498/files/AgondaScarfLightPink.jpg?v=1761929096&width=1200,g,,,
agonda-scarf,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0928/7027/9498/files/AgondaScarfLightPink.jpg?v=1761929096&width=1200,7,Agonda Scarf - Light Pink,,,,,,,,
agonda-scarf,,,,,,,,Colour,Mint,,,,,KQ-agonda-scarf-mint,300,shopify,10,deny,manual,65.00,,TRUE,TRUE,,,,,,,,https://cdn.shopify.com/s/files/1/0928/7027/9498/files/AgondaScarfMint.jpg?v=1761929096&width=1200,g,,,
agonda-scarf,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0928/7027/9498/files/AgondaScarfMint.jpg?v=1761929096&width=1200,8,Agonda Scarf - Mint,,,,,,,,
agonda-scarf,,,,,,,,Colour,Plum,,,,,KQ-agonda-scarf-plum,300,shopify,10,deny,manual,65.00,,TRUE,TRUE,,,,,,,,https://cdn.shopify.com/s/files/1/0928/7027/9498/files/AgondaScarfPlum.jpg?v=1761928929&width=1200,g,,,
agonda-scarf,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0928/7027/9498/files/AgondaScarfPlum.jpg?v=1761928929&width=1200,9,Agonda Scarf - Plum,,,,,,,,
agonda-scarf,,,,,,,,Colour,Yellow,,,,,KQ-agonda-scarf-yellow,300,shopify,10,deny,manual,65.00,,TRUE,TRUE,,,,,,,,https://cdn.shopify.com/s/files/1/0928/7027/9498/files/AgondaScarfYellow.jpg?v=1761928929&width=1200,g,,,
agonda-scarf,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0928/7027/9498/files/AgondaScarfYellow.jpg?v=1761928929&width=1200,10,Agonda Scarf - Yellow,,,,,,,,
mariposa-scarf,Mariposa Scarf,"<p>A unique scarf with hand-stitched, layered designs in vibrant one-off colour combinations. Lightweight wool &mdash; artisan style and warmth in equal measure.</p><ul><li>Material: Lightweight Wool</li><li>Origin: Made in Kashmir</li></ul>",Kaftan Queens,,Scarf,"accessories,scarf,wool",TRUE,Colour,Blue,,,,,KQ-mariposa-scarf-blue,300,shopify,10,deny,manual,65.00,,TRUE,TRUE,,,,,,Mariposa Scarf | Kaftan Queens,,https://cdn.shopify.com/s/files/1/0928/7027/9498/files/MariposaScarfBlue.jpg?v=1761929703&width=1200,g,,,active
mariposa-scarf,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0928/7027/9498/files/MariposaScarfBlue.jpg?v=1761929703&width=1200,1,Mariposa Scarf - Blue,,,,,,,,
mariposa-scarf,,,,,,,,Colour,Peach,,,,,KQ-mariposa-scarf-peach,300,shopify,10,deny,manual,65.00,,TRUE,TRUE,,,,,,,,https://cdn.shopify.com/s/files/1/0928/7027/9498/files/MariposaScarfPeach.jpg?v=1761929702&width=1200,g,,,
mariposa-scarf,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0928/7027/9498/files/MariposaScarfPeach.jpg?v=1761929702&width=1200,2,Mariposa Scarf - Peach,,,,,,,,
mariposa-scarf,,,,,,,,Colour,Purple,,,,,KQ-mariposa-scarf-purple,300,shopify,10,deny,manual,65.00,,TRUE,TRUE,,,,,,,,https://cdn.shopify.com/s/files/1/0928/7027/9498/files/MariposaScarfPurple.jpg?v=1761929701&width=1200,g,,,
mariposa-scarf,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0928/7027/9498/files/MariposaScarfPurple.jpg?v=1761929701&width=1200,3,Mariposa Scarf - Purple,,,,,,,,
yak-wool-scarf,Yak Wool Scarf,<p>A versatile scarf with a classic herringbone weave in a beautiful range of colours. Crafted from soft 100% yak wool &mdash; exceptional warmth and a refined finish.</p><ul><li>Material: 100% Yak Wool</li><li>Origin: Made in India</li><li>Care: Hand wash in cold water. Do not tumble dry.</li></ul>,Kaftan Queens,,Scarf,"accessories,scarf,yak-wool",TRUE,Colour,Turquoise,,,,,KQ-yak-wool-scarf-turquoise,300,shopify,10,deny,manual,70.00,,TRUE,TRUE,,,,,,Yak Wool Scarf | Kaftan Queens,,https://customer-assets.emergentagent.com/job_image-scraper-3/artifacts/ac84abhu_image.png,g,,,active
yak-wool-scarf,,,,,,,,,,,,,,,,,,,,,,,,,https://customer-assets.emergentagent.com/job_image-scraper-3/artifacts/ac84abhu_image.png,1,Yak Wool Scarf - Turquoise,,,,,,,,
yak-wool-scarf,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0928/7027/9498/files/YakWoolMandalaScarfBlue3.jpg?v=1762462953&width=1200,2,Yak Wool Scarf - Turquoise,,,,,,,,
yak-wool-scarf,,,,,,,,Colour,Beige,,,,,KQ-yak-wool-scarf-beige,300,shopify,10,deny,manual,70.00,,TRUE,TRUE,,,,,,,,https://cdn.shopify.com/s/files/1/0928/7027/9498/files/YakWoolMandalaScarfBeige.jpg?v=1762462953&width=1200,g,,,
yak-wool-scarf,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0928/7027/9498/files/YakWoolMandalaScarfBeige.jpg?v=1762462953&width=1200,3,Yak Wool Scarf - Beige,,,,,,,,
yak-wool-scarf,,,,,,,,Colour,Black,,,,,KQ-yak-wool-scarf-black,300,shopify,10,deny,manual,70.00,,TRUE,TRUE,,,,,,,,https://cdn.shopify.com/s/files/1/0928/7027/9498/files/YakWoolMandalaScarfBlack.jpg?v=1761931001&width=1200,g,,,
yak-wool-scarf,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0928/7027/9498/files/YakWoolMandalaScarfBlack.jpg?v=1761931001&width=1200,4,Yak Wool Scarf - Black,,,,,,,,
yak-wool-scarf,,,,,,,,Colour,Blue,,,,,KQ-yak-wool-scarf-blue,300,shopify,10,deny,manual,70.00,,TRUE,TRUE,,,,,,,,https://cdn.shopify.com/s/files/1/0928/7027/9498/files/YakWoolMandalaScarfBlue.jpg?v=1762462953&width=1200,g,,,
yak-wool-scarf,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0928/7027/9498/files/YakWoolMandalaScarfBlue.jpg?v=1762462953&width=1200,5,Yak Wool Scarf - Blue,,,,,,,,
yak-wool-scarf,,,,,,,,Colour,Green,,,,,KQ-yak-wool-scarf-green,300,shopify,10,deny,manual,70.00,,TRUE,TRUE,,,,,,,,https://cdn.shopify.com/s/files/1/0928/7027/9498/files/YakWoolMandalaScarfBlue4.jpg?v=1762462953&width=1200,g,,,
yak-wool-scarf,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0928/7027/9498/files/YakWoolMandalaScarfBlue4.jpg?v=1762462953&width=1200,6,Yak Wool Scarf - Green,,,,,,,,
yak-wool-scarf,,,,,,,,Colour,Brown,,,,,KQ-yak-wool-scarf-brown,300,shopify,10,deny,manual,70.00,,TRUE,TRUE,,,,,,,,https://cdn.shopify.com/s/files/1/0928/7027/9498/files/YakWoolMandalaScarfBrown.jpg?v=1762462953&width=1200,g,,,
yak-wool-scarf,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0928/7027/9498/files/YakWoolMandalaScarfBrown.jpg?v=1762462953&width=1200,7,Yak Wool Scarf - Brown,,,,,,,,
yak-wool-scarf,,,,,,,,Colour,Purple,,,,,KQ-yak-wool-scarf-purple,300,shopify,10,deny,manual,70.00,,TRUE,TRUE,,,,,,,,https://cdn.shopify.com/s/files/1/0928/7027/9498/files/YakWoolMandalaScarfPurple.jpg?v=1762462953&width=1200,g,,,
yak-wool-scarf,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0928/7027/9498/files/YakWoolMandalaScarfPurple.jpg?v=1762462953&width=1200,8,Yak Wool Scarf - Purple,,,,,,,,
